time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-19 00:00:00+00:00,7,6,4,4
2026-02-20 00:00:00+00:00,10,5,0,0
2026-02-21 00:00:00+00:00,20,11,0,0
2026-02-22 00:00:00+00:00,14,9,0,0
2026-02-23 00:00:00+00:00,23,12,1,1
2026-02-24 00:00:00+00:00,3,3,4,4
2026-02-25 00:00:00+00:00,13,7,3,1
2026-02-26 00:00:00+00:00,8,4,1,1
2026-02-27 00:00:00+00:00,4,3,2,2
2026-02-28 00:00:00+00:00,15,10,1,1
2026-03-01 00:00:00+00:00,12,7,2,1
2026-03-02 00:00:00+00:00,12,7,1,1
2026-03-03 00:00:00+00:00,16,7,9,5
2026-03-04 00:00:00+00:00,17,8,9,4
