time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-24 00:00:00+00:00,,,1.0,1.0
2025-08-27 00:00:00+00:00,1.0,1.0,25.0,2.0
2025-08-28 00:00:00+00:00,,,9.0,2.0
2025-08-29 00:00:00+00:00,1.0,1.0,5.0,2.0
2025-08-30 00:00:00+00:00,1.0,1.0,3.0,2.0
2025-08-31 00:00:00+00:00,,,3.0,2.0
2025-09-01 00:00:00+00:00,2.0,2.0,4.0,4.0
2025-09-02 00:00:00+00:00,,,11.0,1.0
2025-09-03 00:00:00+00:00,,,20.0,6.0
2025-09-04 00:00:00+00:00,2.0,2.0,5.0,1.0
2025-09-05 00:00:00+00:00,,,3.0,2.0
2025-09-06 00:00:00+00:00,1.0,1.0,7.0,2.0
2025-09-07 00:00:00+00:00,1.0,1.0,,
