url_path,views_total,views_unique
/edanya-uma/Tsunami-HySEA,36,29
/edanya-uma/Tsunami-HySEA/tree/main,4,3
/edanya-uma/Tsunami-HySEA/tree/main/Mediterranean,3,3
/edanya-uma/Tsunami-HySEA/tree/main/src,3,3
/edanya-uma/Tsunami-HySEA/blob/main/Mediterranean/mediterranean.txt,2,2
/edanya-uma/Tsunami-HySEA/releases,2,2
/edanya-uma/Tsunami-HySEA/tree/main/.github/workflows,2,2
/edanya-uma/Tsunami-HySEA/actions,1,1
/edanya-uma/Tsunami-HySEA/blob/main/.zenodo.json,1,1
/edanya-uma/Tsunami-HySEA/blob/main/CITATION.cff,1,1
